1491,1,Bayern Munich,2011-08-07,Bayern Munich,M'gladbach,0,1,A
1094,1,Bayern Munich,2011-08-13,Wolfsburg,Bayern Munich,0,1,A
1211,1,Bayern Munich,2011-08-20,Bayern Munich,Hamburg,5,0,H
1104,1,Bayern Munich,2011-08-27,Kaiserslautern,Bayern Munich,0,3,A
1197,1,Bayern Munich,2011-09-10,Bayern Munich,Freiburg,7,0,H
1100,1,Bayern Munich,2011-09-18,Schalke 04,Bayern Munich,0,2,A
1262,1,Bayern Munich,2011-09-24,Bayern Munich,Leverkusen,3,0,H
1102,1,Bayern Munich,2011-10-01,Hoffenheim,Bayern Munich,0,0,D
1401,1,Bayern Munich,2011-10-15,Bayern Munich,Hertha,4,0,H
1101,1,Bayern Munich,2011-10-23,Hannover,Bayern Munich,2,1,H
1293,1,Bayern Munich,2011-10-29,Bayern Munich,Nurnberg,4,0,H
1106,1,Bayern Munich,2011-11-06,Augsburg,Bayern Munich,1,2,A
1122,1,Bayern Munich,2011-11-19,Bayern Munich,Dortmund,0,1,A
1095,1,Bayern Munich,2011-11-27,Mainz,Bayern Munich,3,2,H
1335,1,Bayern Munich,2011-12-03,Bayern Munich,Werder Bremen,4,1,H
1093,1,Bayern Munich,2011-12-11,Stuttgart,Bayern Munich,1,2,A
1178,1,Bayern Munich,2011-12-16,Bayern Munich,FC Koln,3,0,H
1097,1,Bayern Munich,2012-01-20,M'gladbach,Bayern Munich,3,1,H
1481,1,Bayern Munich,2012-01-28,Bayern Munich,Wolfsburg,2,0,H
1098,1,Bayern Munich,2012-02-04,Hamburg,Bayern Munich,1,1,D
1235,1,Bayern Munich,2012-02-11,Bayern Munich,Kaiserslautern,2,0,H
1096,1,Bayern Munich,2012-02-18,Freiburg,Bayern Munich,0,0,D
1310,1,Bayern Munich,2012-02-26,Bayern Munich,Schalke 04,2,0,H
1103,1,Bayern Munich,2012-03-03,Leverkusen,Bayern Munich,2,0,H
1643,1,Bayern Munich,2012-03-10,Bayern Munich,Hoffenheim,7,1,H
1105,1,Bayern Munich,2012-03-17,Hertha,Bayern Munich,0,6,A
1364,1,Bayern Munich,2012-03-24,Bayern Munich,Hannover,2,1,H
1092,1,Bayern Munich,2012-03-31,Nurnberg,Bayern Munich,0,1,A
1623,1,Bayern Munich,2012-04-07,Bayern Munich,Augsburg,2,1,H
1108,1,Bayern Munich,2012-04-11,Dortmund,Bayern Munich,1,0,H
1428,1,Bayern Munich,2012-04-14,Bayern Munich,Mainz,0,0,D
1099,1,Bayern Munich,2012-04-21,Werder Bremen,Bayern Munich,1,2,A
1324,1,Bayern Munich,2012-04-28,Bayern Munich,Stuttgart,2,0,H
1107,1,Bayern Munich,2012-05-05,FC Koln,Bayern Munich,1,4,A
1219,2,Dortmund,2011-08-05,Dortmund,Hamburg,3,1,H
1113,2,Dortmund,2011-08-13,Hoffenheim,Dortmund,1,0,H
1295,2,Dortmund,2011-08-20,Dortmund,Nurnberg,2,0,H
1109,2,Dortmund,2011-08-27,Leverkusen,Dortmund,0,0,D
1407,2,Dortmund,2011-09-10,Dortmund,Hertha,1,2,A
1118,2,Dortmund,2011-09-18,Hannover,Dortmund,2,1,H
1124,2,Dortmund,2011-09-24,Mainz,Dortmund,1,2,A
1634,2,Dortmund,2011-10-01,Dortmund,Augsburg,4,0,H
1123,2,Dortmund,2011-10-14,Werder Bremen,Dortmund,0,2,A
1179,2,Dortmund,2011-10-22,Dortmund,FC Koln,5,0,H
1114,2,Dortmund,2011-10-29,Stuttgart,Dortmund,1,1,D
1468,2,Dortmund,2011-11-05,Dortmund,Wolfsburg,5,1,H
1122,2,Dortmund,2011-11-19,Bayern Munich,Dortmund,0,1,A
1304,2,Dortmund,2011-11-26,Dortmund,Schalke 04,2,0,H
1116,2,Dortmund,2011-12-03,M'gladbach,Dortmund,1,1,D
1233,2,Dortmund,2011-12-11,Dortmund,Kaiserslautern,1,1,D
1110,2,Dortmund,2011-12-17,Freiburg,Dortmund,1,4,A
1115,2,Dortmund,2012-01-22,Hamburg,Dortmund,1,5,A
1637,2,Dortmund,2012-01-28,Dortmund,Hoffenheim,3,1,H
1112,2,Dortmund,2012-02-03,Nurnberg,Dortmund,0,2,A
1268,2,Dortmund,2012-02-11,Dortmund,Leverkusen,1,0,H
1111,2,Dortmund,2012-02-18,Hertha,Dortmund,0,1,A
1373,2,Dortmund,2012-02-26,Dortmund,Hannover,3,1,H
1425,2,Dortmund,2012-03-03,Dortmund,Mainz,2,1,H
1120,2,Dortmund,2012-03-10,Augsburg,Dortmund,0,0,D
1333,2,Dortmund,2012-03-17,Dortmund,Werder Bremen,1,0,H
1119,2,Dortmund,2012-03-25,FC Koln,Dortmund,1,6,A
1317,2,Dortmund,2012-03-30,Dortmund,Stuttgart,4,4,D
1121,2,Dortmund,2012-04-07,Wolfsburg,Dortmund,1,3,A
1108,2,Dortmund,2012-04-11,Dortmund,Bayern Munich,1,0,H
1117,2,Dortmund,2012-04-14,Schalke 04,Dortmund,1,2,A
1492,2,Dortmund,2012-04-21,Dortmund,M'gladbach,2,0,H
1125,2,Dortmund,2012-04-28,Kaiserslautern,Dortmund,2,5,A
1207,2,Dortmund,2012-05-05,Dortmund,Freiburg,4,0,H
1276,3,Leverkusen,2011-08-07,Mainz,Leverkusen,2,0,H
1343,3,Leverkusen,2011-08-14,Leverkusen,Werder Bremen,1,0,H
1278,3,Leverkusen,2011-08-20,Stuttgart,Leverkusen,0,1,A
1109,3,Leverkusen,2011-08-27,Leverkusen,Dortmund,0,0,D
1273,3,Leverkusen,2011-09-09,Augsburg,Leverkusen,1,4,A
1188,3,Leverkusen,2011-09-17,Leverkusen,FC Koln,1,4,A
1262,3,Leverkusen,2011-09-24,Bayern Munich,Leverkusen,3,0,H
1469,3,Leverkusen,2011-10-01,Leverkusen,Wolfsburg,3,1,H
1274,3,Leverkusen,2011-10-15,M'gladbach,Leverkusen,2,2,D
1305,3,Leverkusen,2011-10-23,Leverkusen,Schalke 04,0,1,A
1277,3,Leverkusen,2011-10-28,Freiburg,Leverkusen,0,1,A
1226,3,Leverkusen,2011-11-05,Leverkusen,Hamburg,2,2,D
1265,3,Leverkusen,2011-11-18,Kaiserslautern,Leverkusen,0,2,A
1263,3,Leverkusen,2011-11-26,Hertha,Leverkusen,3,3,D
1640,3,Leverkusen,2011-12-02,Leverkusen,Hoffenheim,2,0,H
1275,3,Leverkusen,2011-12-10,Hannover,Leverkusen,0,0,D
1284,3,Leverkusen,2011-12-17,Leverkusen,Nurnberg,0,3,A
1422,3,Leverkusen,2012-01-22,Leverkusen,Mainz,3,2,H
1272,3,Leverkusen,2012-01-28,Werder Bremen,Leverkusen,1,1,D
1318,3,Leverkusen,2012-02-04,Leverkusen,Stuttgart,2,2,D
1268,3,Leverkusen,2012-02-11,Dortmund,Leverkusen,1,0,H
1631,3,Leverkusen,2012-02-18,Leverkusen,Augsburg,4,1,H
1269,3,Leverkusen,2012-02-25,FC Koln,Leverkusen,0,2,A
1103,3,Leverkusen,2012-03-03,Leverkusen,Bayern Munich,2,0,H
1271,3,Leverkusen,2012-03-10,Wolfsburg,Leverkusen,3,2,H
1483,3,Leverkusen,2012-03-17,Leverkusen,M'gladbach,1,2,A
1264,3,Leverkusen,2012-03-24,Schalke 04,Leverkusen,2,0,H
1206,3,Leverkusen,2012-03-31,Leverkusen,Freiburg,0,2,A
1267,3,Leverkusen,2012-04-08,Hamburg,Leverkusen,1,1,D
1234,3,Leverkusen,2012-04-11,Leverkusen,Kaiserslautern,3,1,H
1410,3,Leverkusen,2012-04-14,Leverkusen,Hertha,3,3,D
1266,3,Leverkusen,2012-04-21,Hoffenheim,Leverkusen,0,1,A
1372,3,Leverkusen,2012-04-28,Leverkusen,Hannover,1,0,H
1270,3,Leverkusen,2012-05-05,Nurnberg,Leverkusen,1,4,A
1311,5,Schalke 04,2011-08-06,Stuttgart,Schalke 04,3,0,H
1180,5,Schalke 04,2011-08-13,Schalke 04,FC Koln,5,1,H
1312,5,Schalke 04,2011-08-21,Mainz,Schalke 04,2,4,A
1486,5,Schalke 04,2011-08-28,Schalke 04,M'gladbach,1,0,H
1298,5,Schalke 04,2011-09-11,Wolfsburg,Schalke 04,2,1,H
1100,5,Schalke 04,2011-09-18,Schalke 04,Bayern Munich,0,2,A
1195,5,Schalke 04,2011-09-24,Schalke 04,Freiburg,4,2,H
1309,5,Schalke 04,2011-10-02,Hamburg,Schalke 04,1,2,A
1232,5,Schalke 04,2011-10-15,Schalke 04,Kaiserslautern,1,2,A
1305,5,Schalke 04,2011-10-23,Leverkusen,Schalke 04,0,1,A
1647,5,Schalke 04,2011-10-29,Schalke 04,Hoffenheim,3,1,H
1300,5,Schalke 04,2011-11-06,Hannover,Schalke 04,2,2,D
1289,5,Schalke 04,2011-11-19,Schalke 04,Nurnberg,4,0,H
1304,5,Schalke 04,2011-11-26,Dortmund,Schalke 04,2,0,H
1627,5,Schalke 04,2011-12-04,Schalke 04,Augsburg,3,1,H
1303,5,Schalke 04,2011-12-09,Hertha,Schalke 04,1,2,A
1346,5,Schalke 04,2011-12-17,Schalke 04,Werder Bremen,5,0,H
1315,5,Schalke 04,2012-01-21,Schalke 04,Stuttgart,3,1,H
1299,5,Schalke 04,2012-01-28,FC Koln,Schalke 04,1,4,A
1431,5,Schalke 04,2012-02-04,Schalke 04,Mainz,1,1,D
1308,5,Schalke 04,2012-02-11,M'gladbach,Schalke 04,3,0,H
1472,5,Schalke 04,2012-02-19,Schalke 04,Wolfsburg,4,0,H
1310,5,Schalke 04,2012-02-26,Bayern Munich,Schalke 04,2,0,H
1302,5,Schalke 04,2012-03-03,Freiburg,Schalke 04,2,1,H
1216,5,Schalke 04,2012-03-11,Schalke 04,Hamburg,3,1,H
1306,5,Schalke 04,2012-03-18,Kaiserslautern,Schalke 04,1,4,A
1264,5,Schalke 04,2012-03-24,Schalke 04,Leverkusen,2,0,H
1296,5,Schalke 04,2012-04-01,Hoffenheim,Schalke 04,1,1,D
1369,5,Schalke 04,2012-04-08,Schalke 04,Hannover,3,0,H
1297,5,Schalke 04,2012-04-11,Nurnberg,Schalke 04,4,1,H
1117,5,Schalke 04,2012-04-14,Schalke 04,Dortmund,1,2,A
1307,5,Schalke 04,2012-04-22,Augsburg,Schalke 04,1,1,D
1409,5,Schalke 04,2012-04-28,Schalke 04,Hertha,4,0,H
1301,5,Schalke 04,2012-05-05,Werder Bremen,Schalke 04,2,3,A
1491,6,M'gladbach,2011-08-07,Bayern Munich,M'gladbach,0,1,A
1325,6,M'gladbach,2011-08-13,M'gladbach,Stuttgart,1,1,D
1477,6,M'gladbach,2011-08-19,M'gladbach,Wolfsburg,4,1,H
1486,6,M'gladbach,2011-08-28,Schalke 04,M'gladbach,1,0,H
1236,6,M'gladbach,2011-09-10,M'gladbach,Kaiserslautern,1,0,H
1488,6,M'gladbach,2011-09-17,Hamburg,M'gladbach,0,1,A
1294,6,M'gladbach,2011-09-24,M'gladbach,Nurnberg,1,0,H
1499,6,M'gladbach,2011-10-01,Freiburg,M'gladbach,1,0,H
1274,6,M'gladbach,2011-10-15,M'gladbach,Leverkusen,2,2,D
1484,6,M'gladbach,2011-10-22,Hoffenheim,M'gladbach,1,0,H
1378,6,M'gladbach,2011-10-29,M'gladbach,Hannover,2,1,H
1497,6,M'gladbach,2011-11-05,Hertha,M'gladbach,1,2,A
1330,6,M'gladbach,2011-11-19,M'gladbach,Werder Bremen,5,0,H
1498,6,M'gladbach,2011-11-25,FC Koln,M'gladbach,0,3,A
1116,6,M'gladbach,2011-12-03,M'gladbach,Dortmund,1,1,D
1493,6,M'gladbach,2011-12-10,Augsburg,M'gladbach,1,0,H
1421,6,M'gladbach,2011-12-18,M'gladbach,Mainz,1,0,H
1097,6,M'gladbach,2012-01-20,M'gladbach,Bayern Munich,3,1,H
1496,6,M'gladbach,2012-01-29,Stuttgart,M'gladbach,0,3,A
1489,6,M'gladbach,2012-02-04,Wolfsburg,M'gladbach,0,0,D
1308,6,M'gladbach,2012-02-11,M'gladbach,Schalke 04,3,0,H
1487,6,M'gladbach,2012-02-18,Kaiserslautern,M'gladbach,1,2,A
1225,6,M'gladbach,2012-02-24,M'gladbach,Hamburg,1,1,D
1495,6,M'gladbach,2012-03-04,Nurnberg,M'gladbach,1,0,H
1196,6,M'gladbach,2012-03-10,M'gladbach,Freiburg,0,0,D
1483,6,M'gladbach,2012-03-17,Leverkusen,M'gladbach,1,2,A
1638,6,M'gladbach,2012-03-24,M'gladbach,Hoffenheim,1,2,A
1490,6,M'gladbach,2012-04-01,Hannover,M'gladbach,2,1,H
1402,6,M'gladbach,2012-04-07,M'gladbach,Hertha,0,0,D
1494,6,M'gladbach,2012-04-10,Werder Bremen,M'gladbach,2,2,D
1184,6,M'gladbach,2012-04-15,M'gladbach,FC Koln,3,0,H
1492,6,M'gladbach,2012-04-21,Dortmund,M'gladbach,2,0,H
1624,6,M'gladbach,2012-04-28,M'gladbach,Augsburg,0,0,D
1485,6,M'gladbach,2012-05-05,Mainz,M'gladbach,0,3,A
1466,7,Wolfsburg,2011-08-06,FC Koln,Wolfsburg,0,3,A
1094,7,Wolfsburg,2011-08-13,Wolfsburg,Bayern Munich,0,1,A
1477,7,Wolfsburg,2011-08-19,M'gladbach,Wolfsburg,4,1,H
1482,7,Wolfsburg,2011-08-27,Freiburg,Wolfsburg,3,0,H
1298,7,Wolfsburg,2011-09-11,Wolfsburg,Schalke 04,2,1,H
1479,7,Wolfsburg,2011-09-17,Hoffenheim,Wolfsburg,3,1,H
1242,7,Wolfsburg,2011-09-24,Wolfsburg,Kaiserslautern,1,0,H
1469,7,Wolfsburg,2011-10-01,Leverkusen,Wolfsburg,3,1,H
1285,7,Wolfsburg,2011-10-15,Wolfsburg,Nurnberg,2,1,H
1470,7,Wolfsburg,2011-10-22,Hamburg,Wolfsburg,1,1,D
1403,7,Wolfsburg,2011-10-29,Wolfsburg,Hertha,2,3,A
1468,7,Wolfsburg,2011-11-05,Dortmund,Wolfsburg,5,1,H
1365,7,Wolfsburg,2011-11-19,Wolfsburg,Hannover,4,1,H
1473,7,Wolfsburg,2011-11-26,Augsburg,Wolfsburg,2,0,H
1429,7,Wolfsburg,2011-12-03,Wolfsburg,Mainz,2,2,D
1471,7,Wolfsburg,2011-12-10,Werder Bremen,Wolfsburg,4,1,H
1313,7,Wolfsburg,2011-12-17,Wolfsburg,Stuttgart,1,0,H
1192,7,Wolfsburg,2012-01-21,Wolfsburg,FC Koln,1,0,H
1481,7,Wolfsburg,2012-01-28,Bayern Munich,Wolfsburg,2,0,H
1489,7,Wolfsburg,2012-02-04,Wolfsburg,M'gladbach,0,0,D
1201,7,Wolfsburg,2012-02-10,Wolfsburg,Freiburg,3,2,H
1472,7,Wolfsburg,2012-02-19,Schalke 04,Wolfsburg,4,0,H
1652,7,Wolfsburg,2012-02-25,Wolfsburg,Hoffenheim,1,2,A
1467,7,Wolfsburg,2012-03-03,Kaiserslautern,Wolfsburg,0,0,D
1271,7,Wolfsburg,2012-03-10,Wolfsburg,Leverkusen,3,2,H
1478,7,Wolfsburg,2012-03-17,Nurnberg,Wolfsburg,1,3,A
1220,7,Wolfsburg,2012-03-23,Wolfsburg,Hamburg,2,1,H
1475,7,Wolfsburg,2012-03-31,Hertha,Wolfsburg,1,4,A
1121,7,Wolfsburg,2012-04-07,Wolfsburg,Dortmund,1,3,A
1480,7,Wolfsburg,2012-04-11,Hannover,Wolfsburg,2,0,H
1632,7,Wolfsburg,2012-04-14,Wolfsburg,Augsburg,1,2,A
1476,7,Wolfsburg,2012-04-20,Mainz,Wolfsburg,0,0,D
1338,7,Wolfsburg,2012-04-28,Wolfsburg,Werder Bremen,3,1,H
1474,7,Wolfsburg,2012-05-05,Stuttgart,Wolfsburg,3,2,H
1466,8,FC Koln,2011-08-06,FC Koln,Wolfsburg,0,3,A
1180,8,FC Koln,2011-08-13,Schalke 04,FC Koln,5,1,H
1239,8,FC Koln,2011-08-20,FC Koln,Kaiserslautern,1,1,D
1191,8,FC Koln,2011-08-27,Hamburg,FC Koln,3,4,A
1290,8,FC Koln,2011-09-11,FC Koln,Nurnberg,1,2,A
1188,8,FC Koln,2011-09-17,Leverkusen,FC Koln,1,4,A
1644,8,FC Koln,2011-09-25,FC Koln,Hoffenheim,2,0,H
1190,8,FC Koln,2011-10-01,Hertha,FC Koln,3,0,H
1367,8,FC Koln,2011-10-16,FC Koln,Hannover,2,0,H
1179,8,FC Koln,2011-10-22,Dortmund,FC Koln,5,0,H
1626,8,FC Koln,2011-10-30,FC Koln,Augsburg,3,0,H
1181,8,FC Koln,2011-11-05,Werder Bremen,FC Koln,3,2,H
1498,8,FC Koln,2011-11-25,FC Koln,M'gladbach,0,3,A
1177,8,FC Koln,2011-12-03,Stuttgart,FC Koln,2,2,D
1205,8,FC Koln,2011-12-10,FC Koln,Freiburg,4,0,H
1424,8,FC Koln,2011-12-13,FC Koln,Mainz,1,1,D
1178,8,FC Koln,2011-12-16,Bayern Munich,FC Koln,3,0,H
1192,8,FC Koln,2012-01-21,Wolfsburg,FC Koln,1,0,H
1299,8,FC Koln,2012-01-28,FC Koln,Schalke 04,1,4,A
1186,8,FC Koln,2012-02-05,Kaiserslautern,FC Koln,0,1,A
1221,8,FC Koln,2012-02-12,FC Koln,Hamburg,0,1,A
1185,8,FC Koln,2012-02-18,Nurnberg,FC Koln,2,1,H
1269,8,FC Koln,2012-02-25,FC Koln,Leverkusen,0,2,A
1187,8,FC Koln,2012-03-04,Hoffenheim,FC Koln,1,1,D
1413,8,FC Koln,2012-03-10,FC Koln,Hertha,1,0,H
1193,8,FC Koln,2012-03-18,Hannover,FC Koln,4,1,H
1119,8,FC Koln,2012-03-25,FC Koln,Dortmund,1,6,A
1189,8,FC Koln,2012-03-31,Augsburg,FC Koln,2,1,H
1332,8,FC Koln,2012-04-07,FC Koln,Werder Bremen,1,1,D
1183,8,FC Koln,2012-04-10,Mainz,FC Koln,4,0,H
1184,8,FC Koln,2012-04-15,M'gladbach,FC Koln,3,0,H
1328,8,FC Koln,2012-04-21,FC Koln,Stuttgart,1,1,D
1182,8,FC Koln,2012-04-28,Freiburg,FC Koln,4,1,H
1107,8,FC Koln,2012-05-05,FC Koln,Bayern Munich,1,4,A
1648,9,Hoffenheim,2011-08-06,Hannover,Hoffenheim,2,1,H
1113,9,Hoffenheim,2011-08-13,Hoffenheim,Dortmund,1,0,H
1650,9,Hoffenheim,2011-08-20,Augsburg,Hoffenheim,0,2,A
1345,9,Hoffenheim,2011-08-27,Hoffenheim,Werder Bremen,1,2,A
1646,9,Hoffenheim,2011-09-10,Mainz,Hoffenheim,0,4,A
1479,9,Hoffenheim,2011-09-17,Hoffenheim,Wolfsburg,3,1,H
1644,9,Hoffenheim,2011-09-25,FC Koln,Hoffenheim,2,0,H
1102,9,Hoffenheim,2011-10-01,Hoffenheim,Bayern Munich,0,0,D
1641,9,Hoffenheim,2011-10-15,Stuttgart,Hoffenheim,2,0,H
1484,9,Hoffenheim,2011-10-22,Hoffenheim,M'gladbach,1,0,H
1647,9,Hoffenheim,2011-10-29,Schalke 04,Hoffenheim,3,1,H
1238,9,Hoffenheim,2011-11-05,Hoffenheim,Kaiserslautern,1,1,D
1636,9,Hoffenheim,2011-11-20,Hamburg,Hoffenheim,2,0,H
1203,9,Hoffenheim,2011-11-26,Hoffenheim,Freiburg,1,1,D
1640,9,Hoffenheim,2011-12-02,Leverkusen,Hoffenheim,2,0,H
1649,9,Hoffenheim,2011-12-10,Nurnberg,Hoffenheim,0,2,A
1414,9,Hoffenheim,2011-12-17,Hoffenheim,Hertha,1,1,D
1375,9,Hoffenheim,2012-01-21,Hoffenheim,Hannover,0,0,D
1637,9,Hoffenheim,2012-01-28,Dortmund,Hoffenheim,3,1,H
1625,9,Hoffenheim,2012-02-04,Hoffenheim,Augsburg,2,2,D
1639,9,Hoffenheim,2012-02-11,Werder Bremen,Hoffenheim,1,1,D
1419,9,Hoffenheim,2012-02-17,Hoffenheim,Mainz,1,1,D
1652,9,Hoffenheim,2012-02-25,Wolfsburg,Hoffenheim,1,2,A
1187,9,Hoffenheim,2012-03-04,Hoffenheim,FC Koln,1,1,D
1643,9,Hoffenheim,2012-03-10,Bayern Munich,Hoffenheim,7,1,H
1321,9,Hoffenheim,2012-03-16,Hoffenheim,Stuttgart,1,2,A
1638,9,Hoffenheim,2012-03-24,M'gladbach,Hoffenheim,1,2,A
1296,9,Hoffenheim,2012-04-01,Hoffenheim,Schalke 04,1,1,D
1642,9,Hoffenheim,2012-04-07,Kaiserslautern,Hoffenheim,1,2,A
1212,9,Hoffenheim,2012-04-11,Hoffenheim,Hamburg,4,0,H
1651,9,Hoffenheim,2012-04-15,Freiburg,Hoffenheim,0,0,D
1266,9,Hoffenheim,2012-04-21,Hoffenheim,Leverkusen,0,1,A
1283,9,Hoffenheim,2012-04-28,Hoffenheim,Nurnberg,2,3,A
1645,9,Hoffenheim,2012-05-05,Hertha,Hoffenheim,3,1,H
1292,10,Hertha,2011-08-06,Hertha,Nurnberg,0,1,A
1405,10,Hertha,2011-08-13,Hamburg,Hertha,2,2,D
1404,10,Hertha,2011-08-21,Hannover,Hertha,1,1,D
1316,10,Hertha,2011-08-26,Hertha,Stuttgart,1,0,H
1407,10,Hertha,2011-09-10,Dortmund,Hertha,1,2,A
1629,10,Hertha,2011-09-17,Hertha,Augsburg,2,2,D
1398,10,Hertha,2011-09-25,Werder Bremen,Hertha,2,1,H
1190,10,Hertha,2011-10-01,Hertha,FC Koln,3,0,H
1401,10,Hertha,2011-10-15,Bayern Munich,Hertha,4,0,H
1426,10,Hertha,2011-10-22,Hertha,Mainz,0,0,D
1403,10,Hertha,2011-10-29,Wolfsburg,Hertha,2,3,A
1497,10,Hertha,2011-11-05,Hertha,M'gladbach,1,2,A
1400,10,Hertha,2011-11-19,Freiburg,Hertha,2,2,D
1263,10,Hertha,2011-11-26,Hertha,Leverkusen,3,3,D
1411,10,Hertha,2011-12-03,Kaiserslautern,Hertha,1,1,D
1303,10,Hertha,2011-12-09,Hertha,Schalke 04,1,2,A
1414,10,Hertha,2011-12-17,Hoffenheim,Hertha,1,1,D
1399,10,Hertha,2012-01-21,Nurnberg,Hertha,2,0,H
1227,10,Hertha,2012-01-28,Hertha,Hamburg,1,2,A
1377,10,Hertha,2012-02-04,Hertha,Hannover,0,1,A
1406,10,Hertha,2012-02-11,Stuttgart,Hertha,5,0,H
1111,10,Hertha,2012-02-18,Hertha,Dortmund,0,1,A
1408,10,Hertha,2012-02-25,Augsburg,Hertha,3,0,H
1336,10,Hertha,2012-03-03,Hertha,Werder Bremen,1,0,H
1413,10,Hertha,2012-03-10,FC Koln,Hertha,1,0,H
1105,10,Hertha,2012-03-17,Hertha,Bayern Munich,0,6,A
1412,10,Hertha,2012-03-24,Mainz,Hertha,1,3,A
1475,10,Hertha,2012-03-31,Hertha,Wolfsburg,1,4,A
1402,10,Hertha,2012-04-07,M'gladbach,Hertha,0,0,D
1208,10,Hertha,2012-04-10,Hertha,Freiburg,1,2,A
1410,10,Hertha,2012-04-14,Leverkusen,Hertha,3,3,D
1244,10,Hertha,2012-04-21,Hertha,Kaiserslautern,1,2,A
1409,10,Hertha,2012-04-28,Schalke 04,Hertha,4,0,H
1645,10,Hertha,2012-05-05,Hertha,Hoffenheim,3,1,H
1276,11,Mainz,2011-08-07,Mainz,Leverkusen,2,0,H
1417,11,Mainz,2011-08-13,Freiburg,Mainz,1,2,A
1312,11,Mainz,2011-08-21,Mainz,Schalke 04,2,4,A
1427,11,Mainz,2011-08-28,Hannover,Mainz,1,1,D
1646,11,Mainz,2011-09-10,Mainz,Hoffenheim,0,4,A
1430,11,Mainz,2011-09-17,Kaiserslautern,Mainz,3,1,H
1124,11,Mainz,2011-09-24,Mainz,Dortmund,1,2,A
1416,11,Mainz,2011-10-01,Nurnberg,Mainz,3,3,D
1630,11,Mainz,2011-10-15,Mainz,Augsburg,0,1,A
1426,11,Mainz,2011-10-22,Hertha,Mainz,0,0,D
1344,11,Mainz,2011-10-29,Mainz,Werder Bremen,1,3,A
1314,11,Mainz,2011-11-04,Mainz,Stuttgart,3,1,H
1095,11,Mainz,2011-11-27,Mainz,Bayern Munich,3,2,H
1429,11,Mainz,2011-12-03,Wolfsburg,Mainz,2,2,D
1213,11,Mainz,2011-12-10,Mainz,Hamburg,0,0,D
1424,11,Mainz,2011-12-13,FC Koln,Mainz,1,1,D
